title,console,genre,publisher,developer
Aqua Teen Hunger Force: Zombie Ninja Pro-Am,PS2,Racing,Midway Games,Creat Studios
Cooking Mama 5,3DS,Simulation,Office Create,Cooking Mama Limited
Sega Ages 2500 Series Vol. 18: Dragon Force,PS2,Role-Playing,Sega,Sega
Gekijouban Macross F: Itsuwarino Utahime - Hybrid Pack,PS3,Action,Namco Bandai,Bandai Namco Games
Dai-2-Ji Super Robot Taisen G,GB,Strategy,Banpresto,Banpresto
Keith Courage in Alpha Zones,PCE,Platform,NEC,Hudson Soft
Tokyo Xtreme Racer 3,PS2,Racing,Crave Entertainment,Genki
Shingen the Ruler,NES,Strategy,Hot-B,Another Ltd.
Dance Dance Revolution: Hottest Party,Wii,Simulation,Konami,Bemani
Fire Emblem: Shin Monshou no Nazo Hikari to Kage no Eiyuu,DS,Strategy,Nintendo,Intelligent Systems
Uchuu Senkan Yamato: Iscandar he no Tsuioku,PS2,Strategy,Bandai,Bandai
Big Word Puzzle Book,DS,Puzzle,505 Games,505 Games
Routes Portable,PSP,Adventure,Aquaplus,Aquaplus
Eijukugo Target 1000,GB,Misc,Imagineer,C-Lab
SingStar Country,PS2,Misc,Sony Computer Entertainment,Sony Computer Entertainment America
Honor in Vengeance II,XBL,Action,Microsoft,MichaelArts
Code of Honor: The French Foreign Legion,PC,Shooter,Unknown,City Interactive
Ghost Pilots,NG,Shooter,SNK,SNK Corporation
Pe-Jongju to Manabu Kankokugo DS: Date-Hen,DS,Misc,D3 Publisher,Mobilero
Ename Asatarou + Oshima Takeo no Jissen Mahjong Kyoushitsu,GB,Misc,Gaps,Gaps
Qlione Evolve,PSN,Shooter,Sony Online Entertainment,Shindenken
World War Zero: Iron Storm,PS2,Shooter,Ubisoft,Rebellion Developments
Kidou Senshi Gundam F91: Formula Senki 0122,SNES,Strategy,Bandai,Bandai
Of Steel and Sorcery,XBL,Role-Playing,Microsoft,ragnarrok
Pool Revolution: Cue Sports,WW,Sports,Hudson Entertainment,Hudson
Stickman Soccer 2014,And,Misc,Tencent Games,Unknown
Warhammer: Mark of Chaos,PC,Strategy,Namco Bandai,Black Hole Entertainment
Zero4 Champ: DooZy-J Type-R,SAT,Racing,Media Rings,Media Rings
Recruits,PC,Action,Commotion Interactive,Commotion Interactive
The Biggest Creators of Empires,PC,Simulation,Sierra Entertainment,"BreakAway Games Ltd., Impressions Games"
Super Pinball: Behind the Mask,SNES,Misc,Nintendo,"KAZe Co., Ltd."
Passport to... Paris,PSP,Misc,Sony Computer Entertainment,SCEE London Studio
The Guild: Europa 1400 Expansion,PC,Strategy,JoWood Productions,JoWooD Entertainment
Tom Clancy's Ghost Recon: Advanced Warfighter,PS2,Shooter,Ubisoft,Ubisoft Shanghai
Iridion 3D,GBA,Shooter,Majesco,Shin'en GmbH
AaaaaAAaaaAAAaaAAAAaAAAAA!!! for the Awesome,PC,Action,Unknown,Dejobaan Games
Bachelorette Party/Burning Desire,2600,Action,Playaround,Playaround
Wildfire,PC,Action-Adventure,Humble Bundle,Sneaky Bastards
Amazing Zombie Defense,PC,Strategy,Unknown,Desura
Marriage Royale: Prism Story,PSP,Adventure,ASCII Media Works,ASCII Media Works
Just Flight,PC,Simulation,Unknown,ACES Studio
Sports Fest,Wii,Sports,Unknown,Hudson Soft
LEGO Bionicle,GBA,Platform,LEGO Media,Saffire Corporation
Harvest Moon GB,GB,Simulation,Natsume,Victor Interactive Software
Fatal Fury: Battle Archives Volume 1,PS2,Fighting,SNK Playmore,SNK Playmore Corporation
Jump*Start 1st Grade,PC,Education,Unknown,Knowledge Adventure
Donkey Kong (FDS),NES,Platform,Nintendo,Nintendo
Ironclads: Anglo Russian War 1866,PC,Strategy,Strategy First,Totem Games
James Pond 3: Operation Starfish,GEN,Platform,Electronic Arts,Millennium Interactive Ltd
Otogi: Myth of Demons,XB,Action,Sega,From Software
Hello Kitty: Big City Dreams,DS,Puzzle,Empire Interactive,"Human Soft, Inc."
Solar Fox,2600,Action,CBS Electronics,Bally Midway
Islands of Wakfu,XBL,Role-Playing,Microsoft,Ankama Studio
My Talking Tom,And,Misc,Out Fit 7 Ltd.,Unknown
Triple Shot Sports,WW,Sports,The Code Monkeys,The Code Monkeys
Ultra Mission,PSV,Shooter,Unknown,Gumbo Machine
Mixed-Up Mother Goose,PC,Adventure,Sierra Entertainment,"Sierra On-Line, Inc."
Eien no Aseria: The Spirit of Eternity Sword Special Edition,PC,Adventure,Xuse,Xuse
Shift,PSN,Platform,Unknown,Fishing Cactus
A Virus Named TOM,PC,Misc,Misfits Attic,Misfits Attic
Power Drive Rally,AJ,Racing,Time Warner Interactive,Time Warner Interactive
One Piece: Going Baseball - Kaizoku Yakyuu,GBA,Sports,Bandai,Now Production
Waurau Salesman,SCD,Adventure,Sega,Sega
Super Army War,GBA,Action,Atlus,Atlus Co.
Jissen Pachi-Slot Hisshouhou! Single: Kamen Rider & Gallop,PS,Misc,MaxBet,Sammy Studios
Fur Fighters: Viggo's Revenge,PS2,Action,Acclaim Entertainment,Bizarre Creations
Eiken-Ou: Jun-2-Kyuuhen,DS,Misc,Gakken,Gakken Index
Princess Maker: Go! Go! Princess,PS,Misc,NineLives,Gainax
Ikki Tousen: Shining Dragon,PS2,Role-Playing,Unknown,Marvelous
Scintillatron 4096,PSV,Shooter,kFunction Ltd,kFunction Ltd
Project FIFA World Cup,PS2,Sports,EA Sports,Electronic Arts
Fantasy Zone (Tengen),NES,Shooter,Tengen,Tengen
Yu-Gi-Oh! Monster Capture GB,GB,Role-Playing,Konami,Konami
My Body Coach,Wii,Sports,Big Ben Interactive,Neko Entertainment
Baldur's Gate II: Throne of Bhaal,PC,Role-Playing,Interplay,BioWare Corporation
aMAZE Gears,PC,Puzzle,Unknown,Blender Games
Kingdom Rush Origins,PC,Strategy,Ironhide Game Studio,Ironhide Game Studio
Clu Clu Land (FDS),NES,Puzzle,Nintendo,Nintendo R&D1
Dead Rising 2: Off The Record,PSN,Action,Capcom,Blue Castle Games
Mobile Suit Z-Gundam,PS,Action,Bandai,Bandai
W.I.T.C.H.,GBA,Action,Disney Interactive Studios,Climax
Kazeiro Surf,PS2,Adventure,Russel,Russel
Ninja Boy,GB,Action,Culture Brain,Unknown
Enthusia Professional Racing,PS2,Racing,Konami,Konami
Saikyoo Silver Star Shogi,DSiW,Misc,SilverStar,Silver Star Japan
Lemonade Ltd.,XBL,Strategy,Microsoft,Steve G
Xardion,SNES,Shooter,Asmik Ace Entertainment,Asmik
Bloodrayne,PSN,Action,Majesco,Terminal Reality
Mermaid Melody: Pichi Pichi Picchi,GBA,Misc,Konami,Konami
Vietnam: Black Ops,PC,Action,ValuSoft,Fused Software
God Eater Off Shot: Lindow-hen Twin Pack & Animation Vol. 2,PS4,Misc,Namco Bandai Games,Namco Bandai Games
Derby Jockey: Kishou e no Michi,SNES,Sports,Asmik Corp,GRC
Lumines Supernova,PSN,Puzzle,Q Entertainment,Q Entertainment
Rugby Union Team Manager 2015,PC,Action,Alternative Software,Unknown
Sekai Saikyou Ginsei Igo 4,PS2,Misc,Magnolia,Magnolia
Time Killers,GEN,Fighting,Black Pearl,Incredible Technologies
Pinballistik,PSN,Misc,Creat Studio,Creat Studios
Super Widget,SNES,Platform,Atlus,Atlus Co.
Dragon Quest 25 Shuunen Kinin: Famicom & Super Famicom Dragon Quest I-II-III,Wii,Role-Playing,Square Enix,Square Enix
An American Tail Animated Moviebook,PC,Education,Unknown,"Sound Source Interactive, Inc."
Mr. Postman,2600,Action,Bit Corporation,Bit Corporation
Ginsei Shogi Portable,PSP,Misc,SilverStar,SilverStar
Fire Panic,DSiW,Puzzle,RTL,Yullaby Games
Expo Bingo!,PC,Misc,Nexon America,Unknown
Apple Panic,All,Platform,Broderbund,Ben Serki
The Conveni DS: Otona no Keiei Ryoku Training,DS,Simulation,Nippon Ichi Software,Hamster Corporation
Akumajou Dracula X: Chi no Rondo,PCE,Platform,Konami,Konami
Blue Wing Blitz,WS,Role-Playing,Square,SquareSoft
Discovery Kids: Parrot Pals,DS,Simulation,505 Games,505 Games
Railfan,PS3,Simulation,Ongakukan,Ongakukan
Construction Machines 2014,PC,Action,PlayWay,Unknown
Twin 2 Pack: Sonic CD/Sonic & Knuckles Collection,PC,Platform,Activision,Sonic Team
Anstoss 2005,PC,Simulation,Ascaron Entertainment,Ascaron
7 Card Games,DSiW,Misc,cerasus.media,cerasus.media
3D Dot Game Heroes,PS3,Role-Playing,Atlus,Silicon Studio
Space Pilgrim Episode IV: Sol,PC,Adventure,GrabTheGames,Pilgrim Adventures
KuruKuru Kururin,GBA,Puzzle,Nintendo,Eighting/Raizing
Crash Commando,PSN,Shooter,Sony Computer Entertainment,EPOS Game Studios
Woodle Tree Adventures,NS,Adventure,Chubby Pixel,Chubby Pixel
Stadium Games,GBA,Sports,Ignition Entertainment,Awesome Developments
Escape the Museum,DS,Adventure,GameMill,Gogii Games
Swiftly,PC,Platform,Cleverweek,Cleverweek
Suzumiya Haruhi no Tomadoi,PS2,Adventure,Banpresto,Banpresto
Kessen III,PS2,Strategy,KOEI,Koei
Starbase Epsilon,XBL,Strategy,Microsoft,VDrackus
Neighborhood Games,Wii,Misc,THQ,Jet Black Games
Heroes of Might and Magic IV,PC,Strategy,3DO,New World Computing
The Sims 2: Celebration Stuff,PC,Simulation,Electronic Arts,Maxis
Adventure in Vegas: Slot Machine,DSiW,Misc,Gamelion Studios,Gamelion Studios
757 Jetliner,PC,Simulation,Just Flight,Just Flight
Pichimo Ninarou,GBA,Adventure,MTO,MTO
Walt Disney's Alice in Wonderland,GB,Platform,Nintendo,Digital Eclipse
Miyako: Awayuki no Utage,PSP,Misc,Idea Factory,Unknown
PuzzXXI,XBL,Puzzle,Microsoft,rafaro
Van Helsing sniper Zx100,3DS,Shooter,EnjoyUp Games,EnjoyUp Games
Block Zombies!,WiiU,Action-Adventure,Unknown,TBD
Mission 3000 A.D.,2600,Action,Bit Corporation,Quelle
Tabula Rasa,PC,Role-Playing,NCSoft,NCsoft
Mahou Gousei Ya San no Mike,XBL,Puzzle,Microsoft,nakfiv
Faerie Solitaire,PC,Puzzle,Unknown,Subsoap
Pokémon Scarlet / Violet,NS,Role-Playing,Nintendo,Game Freak
Robokill: Titan Prime,MS,Action,Unknown,Rock Solid Games
Fred Couples Golf,GG,Sports,Sega,Sega
Lamborghini,Series,Racing,Titus,Titus France SA
deSPIRIA,DC,Role-Playing,Atlus,Atlus Co.
Dokapon Gaiden: Honoo no Audition,SNES,Role-Playing,Asmik Ace Entertainment,Earthly Soft
Destruction Derby Raw,PS,Racing,Midway Games,Studio 33
POOL,NS,Sports,Sabec Limited,Sabec Limited
Rebel Moon Rising,PC,Shooter,GT Interactive,Fenris Wolf
The Story of Noah's Ark,DS,Action,SouthPeak Interactive,Razorback Developments
World War II Combat: Iwo Jima,XB,Shooter,Groove Games,Direct Action Games
Slow Down Bull,PC,Action,Insomniac Games,Insomniac Games
Jam Space: PocketStudio,DSiW,Misc,HB Studios Multimedia,HB Studios
Bet on Soldier: Black-out Saigon,PC,Shooter,Unknown,Kylotonn Entertainment
Tetris: The Grand Master Ace,X360,Puzzle,AQ Interactive,Arika
Star Wars (Japan),NES,Action,Namco,Namco
Torneko no Daibouken: Fushigi no Dungeon,SNES,Role-Playing,ChunSoft,ChunSoft
Sengoku Tenshi Djibril,PC,Misc,Unknown,Front Wing
Cruise Ship Tycoon,PC,Strategy,Activision,Cat Daddy Games
Mahjong Fairyland,GIZ,Action,Unknown,"Joymaster Holding Co., Ltd."
Fridgy,XBL,Misc,Microsoft,Wiley
Mirai Nostalgia,PC,Adventure,Unknown,Purple
Magical Puzzle Popils,GG,Puzzle,Tengen,Tengen
Test Drive (1987),All,Racing,Accolade,Distinctive Software
Heavy  Rain,PC,Adventure,Sony Computer Entertainment,Quantic Dream
The Sims: Vacation,PC,Simulation,Electronic Arts,Maxis
Ship Simulator 2008: New Horizons,PC,Simulation,Lighthouse Interactive,VSTEP
Artist ni Narou! Minna no Nurie Neko-Hen,DSiW,Misc,Ertain,Ertain
Combat Mission: Shock Force,PC,Strategy,Paradox Interactive,Big Time Software
Super Real Mahjong PIV + Aishou Shindan,3DO,Misc,Seta Corporation,Seta Corporation
Tales of the World: Radiant Mythology 2,PSP,Role-Playing,Namco Bandai,Alfa System
Nation Red,PC,Shooter,DiezelPower,DiezelPower
Shin Hisui no Shizuku: Hiiro no Kakera 2,PS2,Adventure,Idea Factory,Idea Factory
Fray CD: Xak Gaiden,PCE,Role-Playing,Micro Cabin,Micro Cabin
Simple 1500 Series Vol. 62: The Ski,PS,Sports,D3 Publisher,Atelier Double
Kid Pix,PC,Misc,Broderbund,Broderbund
Backgammon 2000,PS,Misc,Unbalance,Oxford Softworks
Mega SWiV,GEN,Shooter,Time Warner Interactive,Sales Curve Interactive
BattleBots: Beyond the BattleBox,GBA,Action,Majesco,Cave Barn Studios
Aion: Tower of Eternity,PC,Role-Playing,NCSoft,NCsoft
Rolan's Curse 2,GB,Role-Playing,Sammy Corporation,NMK
Chibi Maruko-Chan no Taisen Puzzle Dama,SAT,Puzzle,Konami,Konami
Mission: It's Complicated,PC,Visual Novel,Unknown,Schell Games
Alex Hunter: Lord of the Mind,PC,Misc,Big Fish Games,Unknown
Disney's Goof Troop,SNES,Action,Capcom,Capcom
Taiko Drum Master: Don and Katsu's Space-Time Great Adventure,3DS,Music,Namco Bandai Games,Namco Bandai Games
Yuurei Yashiki no Nijuuyon Jikan,GBA,Action,Global A Entertainment,Global A
Carwash Tycoon,PS2,Strategy,Phoenix Games,Aqua Pacific
Toy Commander,DC,Action,Sega,No Cliche
Atonement: Scourge of Time,PC,Adventure,Unknown,Astronomic Games
MechWarrior 2: Ghost Bear's Legacy,PC,Simulation,Activision,Activision
Triple Throwing Sports,WW,Sports,The Code Monkeys,The Code Monkeys
Rekishi Gunsou Presents: Monoshiri Sengoku Ou,DS,Strategy,Global A Entertainment,Global A Entertainment
The Ripping Friends,GBA,Action,THQ,Creations
Zoids Densetsu,GB,Shooter,Tomy Corporation,Tomy Corporation
King Arthur & the Knights of Justice,SNES,Action,Enix,Manley and Associates Inc.
J.U.L.I.A.,PC,Adventure,Unknown,CBE Software s.r.o.
Cosmic Fighter,PC,Action,Unknown,Bill Hogue and Jeff Konyu
Romeo Vs. Juliet,PSP,Misc,Quinrose,Unknown
Mario's Tennis,VB,Sports,Nintendo,Nintendo R&D1
WarBirds III,PC,Simulation,Simon & Schuster Interactive,Interactive Entertainment
Fearless Fantasy,PC,Misc,Unknown,Unknown
Lost Ark,PC,Role-Playing,Unknown,Smilegate RPG
High Stakes: Texas Hold'em,DSiW,Misc,Hudson Soft,Hudson Soft
Celebrity Quiz,And,Action,Unknown,Unknown
SBK: Snowboard Kids,DS,Sports,Atlus,"in-glove Co., ltd"
Sound Novel Tsukuru,SNES,Misc,ASCII Entertainment,Success
Ryan's Rescue Squad,NS,Platform,Outright Games,Stage Clear Studios
ZhuZhu Puppies,DS,Simulation,Activision,Black Lantern Studios
Imagine: Movie Star,DS,Simulation,Ubisoft,Powerhead Games
Super Conflict: The Mideast,SNES,Strategy,Victory Lap Games,Manley & Associates
Hotel Giant DS,DS,Simulation,Nobilis,Enlight Software
Goblyn Stomp,XBL,Action,Microsoft,Trevor B
Without Within 3,PC,Visual Novel,InvertMouse,InvertMouse
Anpanpan to Asobo: Aiueo Kyoushitsu,DS,Misc,Agatsuma Entertainment,Agatsuma Entertainment
Soldier Boyz,PC,Action,DreamCatcher Interactive,Hypnotix
Green Green: Kane no Oto Dynamic,PS2,Adventure,Well Made,StartLink
No More Heroes,Wii,Action,Ubisoft,Grasshopper Manufacture
Rage of the Immortals,And,Fighting,GREE,GREE
Robot Platformer,XBL,Platform,Microsoft,cored.dk
DEAD TRIGGER 2,And,Misc,MADFINGER Games,Unknown
Ground Control 2: Operation Exodus,PC,Strategy,VU Games,Massive Entertainment
Boku wa Koukuu Kanseikan 3: Shin Chitose Snowing Day,PC,Simulation,TechnoBrain,TechnoBrain
Sunrise World War,PS2,Role-Playing,Sunrise Interactive,Atelier-Sai
Sankoku Daifugou,DSiW,Strategy,SilverStar,SilverStarJapan
Virtua Tennis 4: World Tour,PSV,Sports,Sega,Sega
Ace Combat 6: Fires of Liberation,X360,Simulation,Namco Bandai,Namco Bandai Games
Alganon,PC,Role-Playing,Unknown,Quest Online
International Cricket Captain Ashes Year 2005,PC,Sports,Empire Interactive,Empire Interactive
Neppachi: 10 Ren Chande Las Vegas Ryokou,DC,Misc,Daikoku,Daikoku
Body Harvest,N64,Shooter,Midway Games,DMA Design
Ranger X,GEN,Shooter,Sega,Gau Entertainment
Zombie Attack,PS2,Action,505 Games,Tamsoft
Sol Trigger,PSP,Role-Playing,Image Epoch,Image Epoch
Super Fire ProWrestling III Final Bout,SNES,Fighting,Human Entertainment,Human Club
PC Fútbol 2.0,PC,Sports,Dinamic Multimedia,Dinamic Multimedia
101 Airborne: The Airborne Invasion of Normandy,PC,Strategy,Empire Interactive,Empire Interactive
City Mysteries,3DS,Puzzle,Teyon Entertainment,SelectSoft
BIT.TRIP VOID,WW,Misc,Aksys Games,Gaijin Games Inc.
Bank Heist,2600,Action,20th Century Fox Video Games,20th Century Fox Video Games
NEUTOPIA II,WiiU,Role-Playing,Unknown,TBD
Sotsugyou Final,3DO,Simulation,Imageworks,Shar Rock
Mizuiro Blood,DS,Action,Namco Bandai,Bandai Namco Games
Oekaki Logic,WW,Puzzle,G-mode,G-mode
Galactic Taz Ball,DS,Platform,Warner Bros. Interactive,WayForward Technologies
Vitamin X to Z,PSP,Adventure,D3 Publisher,HuneX
Bigfoot King of Crush,Wii,Racing,Zoo Games,Zoo Games
Bubble Fish Party,And,Action,Bulkypix,Bulkypix
Defender / Joust,GB,Misc,Midway Games,Digital Eclipse
OIOThe Game,PC,Platform,Unknown,Uncanny Games
London and South East,PC,Simulation,Microsoft Game Studios,Microsoft Game Studios
Sega Golf Club: Miyazato San Kyoudai Naizou,PS3,Sports,Sega,Sega
Kids Station: Doki Doki ★Norimono Daibouken,PS,Misc,Sunsoft,SunSoft
Jampack Winter 2001,PS2,Misc,Sony Computer Entertainment,Sony Computer Entertainment America
World in Conflict: Complete Edition,PC,Strategy,Ubisoft,Massive Entertainment / Swordfish Studios
G.G. Series: Exciting River,DSiW,Action,Genterprise,Suzak
Wordmaster,DS,Strategy,"Destination Software, Inc",
Deep Fighter,DC,Simulation,Ubisoft,Criterion Games
Marchen Club,GB,Strategy,Naxat Soft,Naxat Soft
Half-Life: The Specialists,PC,Shooter,Unknown,Unknown
Konami Wai Wai World,NES,Platform,Konami,Konami
Centipede & Battlezone,PC,Misc,SelectSoft,Digital Eclipse
Mahjong Fight Club,PSP,Misc,Konami,Konami
The Angry Hand of God,XBL,Puzzle,Microsoft,Alex Kaiser
Game Nihonishi: Kakumeiko Oda Nobunaga,SAT,Misc,KOEI,Koei
Day Watch,PC,Role-Playing,GamersGate,Nival Interactive
Dual Pack: Syphon Filter Logan's Shadow / Killzone Liberation,PSP,Misc,Sony Computer Entertainment,Various
Family Trainer: Meiro Daisakusen,NES,Misc,Bandai,Bandai
Granblue Fantasy Versus,PS4,Fighting,Xseed Games,Arc System Works
Guardians of Graxia,PC,Strategy,Unknown,Petroglyph Games
Bruce Lee: Return of the Legend,GBA,Action,Vivendi Games,Vicarious Visions
Persian Nights: Sands Of Wonders,NS,Puzzle,Artifex Mundi sp. z o.o.,Artifex Mundi
A Robot Named Fight!,NS,Platform,Hitcents,Matt Bitner Games
Monster Max,GB,Action,Titus,Titus Software
Rika-Chan DS Motto! Onna no Ko Lesson: Oshare Oshigoto Otetsudai Daisuki!,DS,Misc,Takara Tomy,Takara Tomy
Mystery Legends: Beauty and the Beast,PC,Adventure,Focus Multimedia,Big Fish Games
Super Robot Wars: Original Generations,PS2,Role-Playing,Unknown,Banpresto
Their Finest Hour: The Battle of Britain,PC,Simulation,LucasArts,LucasArts
Mini-4 Boy II,GB,Strategy,J-Wing,J-Wing
World Soccer Jikkyou Winning Eleven 2000: U-23 Medal heno Chousen,PS,Sports,Konami,KCET
The King of Fighters '98: The Slugfest (CD),NG,Fighting,SNK,SNK Corporation
Hissatsu Pachinko Station Now 5,PS,Misc,Sunsoft,SunSoft
Arcade Hoops Basketball,DSiW,Sports,Skyworks Interactive,Skyworks Interactive
Flips: The Enchanted Wood,DSiW,Misc,Electronic Arts,Electronic Arts
Kunio-Kun Nekketsu Collection 3,GBA,Action,Atlus,Million
Grim Facade: Mystery of Venice,PC,Misc,Big Fish Games,Unknown
Pile Up Bakery,PSN,Puzzle,Unknown,Sony Computer Entertainment America
Shining Force: Resurrection of the Dark Dragon,GBA,Role-Playing,Atlus,Amusement Vision
Fear for Sale: Mystery of McInroy Manor,PC,Puzzle,Activision,Big Fish Games
Guess the Restaurant Quiz,And,Action,Unknown,Unknown
Chrono,Series,Role-Playing,Square,Square
Pajama Sam: Don't Fear The Dark,PC,Adventure,Humongous,Humongous Entertainment
Lock n' Chase,GB,Puzzle,Sunsoft,Data East
Taito Legends 2,PS2,Misc,Destineer,Empire Oxford
Ratchet & Clank Future: Quest for Booty,PSN,Platform,Sony Computer Entertainment,Insomniac Games
Simple 1500 Series Vol. 74: The Horror Mystery,PS,Adventure,D3 Publisher,Game Stage
Pool BILLIARD,NS,Sports,D3Publisher,OHRUSSIA
Aurora - The Secret Within,PC,Adventure,Lexicon Entertainment,BluMiAl
World War II: Panzer Claws II,PC,Strategy,Koch Media,Reality Pump
Doctor Who: The Adventure Games Episode 1: City of the Daleks,PC,Adventure,SUMO interactive,Sumo Digital
Cycloid,XBL,Misc,Microsoft,Blitz1UP
Mushroom Men: Truffle Trouble,PC,Platform,Red Fly Studio,Red Fly Studio
Snow Bros.,GEN,Platform,Tengen,Toaplan
Time Crisis: Crisis Zone,PS2,Shooter,Namco,Namco
Chainz 2: Relinked,PC,Puzzle,Mumbo Jumbo,MumboJumbo
Basketball Xciting,PS2,Sports,Agetec,Tamsoft
Frogger 3D,3DS,Action,Konami,Alpha Unit
Centipede (1983),PC,Shooter,Atari,Atari
Shadows: Heretic Kingdoms,PC,Role-Playing,bitComposer Games,Games Farm
Hikaru no Go 2,GBA,Misc,Konami,Konami
Battlewheels,Lynx,Action,Atari,Beyond Games
Fallout Tactics,PC,Strategy,14 Degrees East,Micro Forte
Doraemon 2: Animal Wakusei Densetsu,GB,Action,Epoch,Epoch
Musketeer: Le Sang des Chevaliers,PSP,Adventure,Idea Factory,Otomate
Pokémon Dash,DS,Racing,Nintendo,Ambrella
ATV Offroad Fury: Blazin' Trails,PSP,Racing,Sony Computer Entertainment,Climax Group
The Immortals of Terra: A Perry Rhodan Adventure,PC,Adventure,Viva Media,Braingame
Akazukin Cha Cha: Osawagase Panic Race,PCFX,Misc,NEC Interchannel,NEC Interchannel
Ginsei Igo 3D,3DS,Misc,SilverStar,SilverStar
Rika-Chan no Oshare Nikki,GBA,Adventure,Marvelous Interactive,Marvelous Interactive
Fullmetal Alchemist: Senaka wo Takuseshi Mono,PSP,Action,Namco Bandai,Namco Bandai
Sins of a Solar Empire: Rebellion,PC,Strategy,Unknown,Ironclad Games
Supreme Commander: Gold Edition,PC,Strategy,Focus Home Interactive,Gas Powered Games
Tsukibuto,DS,Action,SNK Playmore,SNK Playmore Corporation
Isometric & Karate Exercise: Wii de Kotsuban Fitness,Wii,Sports,IE Institute,IE Institute
BallisticNG,PC,Racing,Neognosis,Neognosis
Fire Emblem,Series,Strategy,Nintendo,Intelligent Systems
Ide Yousuke no Kenkuo Mahjong DSi,DSiW,Puzzle,Nintendo,Nintendo
Dragon Ball: Fusions,3DS,Role-Playing,Namco Bandai Games,Ganbarion
Wrath of Heroes,PC,Action,Unknown,BioWare
Hunter X Hunter,WS,Role-Playing,Bandai,Bandai
Blades of Thunder,GBA,Simulation,Summitsoft,InterActive Vision Games
Mahou Senshi Fairy Maids,PC,Misc,Triangle,Triangle
Action Man: Robot Atak,GBA,Action,Atari,Magic Pockets
Family Guy: The Quest for Stuff,And,Misc,"TinyCo, Inc.",Unknown
Lost Secrets: Caribbean Explorer - Secrets of the Sea,PC,Puzzle,Activision,Unknown
Advanced Dungeons & Dragons,Int,Role-Playing,Mattel Electronics,APh Technological Consulting
Creatures: Exodus,PC,Simulation,Fusion Labs,Creature Labs
HACOTAMA,XBL,Puzzle,Microsoft,YO1KOMORI
Gun.Smoke,NES,Shooter,Capcom,Capcom
Crisis Beat,PS,Action,Bandai,Soft Machine
Mystery Murders: The Sleeping Palace,3DS,Misc,Microvalue,Unknown
Pocket Pack: Strategy Games,DSiW,Misc,Mere Mortals,Mere Mortals
TRI,PC,Puzzle,Rising Star Games,Rat King Entertainment
Fluffy: Operation Overkill,XBL,Action,Microsoft,SO SO DEV Games
Legacy Of Kain: Soul Reaver,DC,Adventure,Eidos Interactive,Crystal Dynamics
Macross Plus Game Edition,PS,Action,Takara,Takara
Angelique Luminarise,NS,Visual Novel,Koei Tecmo,Ruby Party
"10101: ""Will"" the Starship",PS,Adventure,Sound Technology,Sound Technology
Commander Keen: Marooned on Mars,PC,Platform,Apogee,id Software
Brave: The Searcher for Spirit Dancer,PS2,Platform,SouthPeak Interactive,VIS Entertainment
Wario Land: Shake It!,Wii,Platform,Nintendo,Good-Feel
Mystery Case Files: MillionHeir,DS,Adventure,Nintendo,Big Fish Games
Wizards of Waverly Place,DS,Misc,Disney Interactive Studios,"Black Lantern Studios, Inc."
Super Hydlide,GEN,Role-Playing,Seismic,Tikipod
Xbox Live Arcade Compilation Disc,X360,Misc,Microsoft Game Studios,Various
The Wild Thornberrys: Animal Adventures,PS,Adventure,Mattel Interactive,Mattel Interactive
Inen no Yakata,PC,Adventure,Black Package,Black Package
Peggle (PSP),PSN,Puzzle,Sony Online Entertainment,PopCap Games
The Irregular at Magic High School: Out of Order,PSV,Misc,Namco Bandai Games,Unknown
Total War: Three Kingdoms,PC,Strategy,Sega,Creative Assembly
Absolute BrickBuster,DSiW,Puzzle,Tasuke,Tasuke
Koisuru Otome to Shugo no Tate,PC,Adventure,Axl,Axl
Grey Goo,PC,Strategy,Grey Box,Petroglyph Games
Chack'n Pop,Arc,Action,Unknown,Taito
Famicom Tantei Club Part II,SNES,Adventure,Nintendo,Nintendo
Starwinder: The Ultimate Space Race,PS,Racing,Mindscape,Mindscape
Gunblade NY & L.A. Machineguns Arcade Hits Pack,Wii,Shooter,Sega,Sega
Penny Racers Party: Turbo-Q Speedway,Wii,Racing,Takara Tomy,Takara Tomy
Jikkyou Powerful Pro Yakyuu 7,PS2,Sports,Konami,Diamond Head
Goemon: Mononoke Sugoroku,N64,Misc,Konami,Konami Computer Entertainment Kyoto
Tank-tastic!,XBL,Shooter,Microsoft,OuchGames
Tenchu 2: Birth of the Stealth Assassins,PS,Action,Activision,Acquire
Battle Hunter,PS,Strategy,Agetec,Success
Pachinka Mania P: CR Tekken Tafu,PSP,Misc,Dorart,Dorart
Arcanum: Of Steamworks and Magick Obscura,PC,Role-Playing,Sierra Entertainment,Troika Games
Marine Tour,3DO,Misc,Office Create,Office Create
Cash Guns Chaos DLX,PSN,Shooter,Sony Computer Entertainment,Unknown
Bust-A-Move Deluxe,PSP,Puzzle,Majesco,Dreams
Master of Illusion Express: Matchmaker,DSiW,Misc,Nintendo,Nintendo
Sword of Kalin (FDS),NES,Role-Playing,Square,Xtalsoft
Brothers Conflict: Brilliant Blue,PSP,Visual Novel,Idea Factory,Otomate
Black Belt Challenge,GBA,Fighting,THQ,Lost Boys
Hot Wheels: All Out,GBA,Racing,"Destination Software, Inc",TwoFiveSix
Damned,PC,Action-Adventure,Unknown,9heads Game Studios
